,name,party,state,thomas_id,bioguide_id,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,first_congress,last_congress,gaps,num_congress_periods,93_signatures_received,93_signatures_given,94_signatures_received,94_signatures_given,95_signatures_received,95_signatures_given,96_signatures_received,96_signatures_given,97_signatures_received,97_signatures_given,98_signatures_received,98_signatures_given,99_signatures_received,99_signatures_given,100_signatures_received,100_signatures_given,101_signatures_received,101_signatures_given,102_signatures_received,102_signatures_given,103_signatures_received,103_signatures_given,104_signatures_received,104_signatures_given,105_signatures_received,105_signatures_given,106_signatures_received,106_signatures_given,107_signatures_received,107_signatures_given,108_signatures_received,108_signatures_given,109_signatures_received,109_signatures_given,110_signatures_received,110_signatures_given,111_signatures_received,111_signatures_given,112_signatures_received,112_signatures_given,113_signatures_received,113_signatures_given,114_signatures_received,114_signatures_given,115_signatures_received,115_signatures_given,AMOUNT,AMOUNT_normalized,115_signatures_received_normalized,115_signatures_given_normalized,in_congress_last_five_periods,importance,supported_D,supported_R,supported_OTHER
72,"Bell, Alphonzo",Republican,CA,73.0,B000330,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,150.0,225.0,330.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
73,"Benedict, Cleve",Republican,WV,74.0,B000358,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97,97,False,1,,,,,,,,,232.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
74,"Benjamin, Adam, Jr.",Democrat,IN,76.0,B000363,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95,97,False,3,,,,,96.0,147.0,148.0,210.0,80.0,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
75,"Bennett, Charles E.",Democrat,FL,77.0,B000371,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,93,102,False,10,296.0,61.0,97.0,51.0,225.0,46.0,230.0,74.0,456.0,139.0,754.0,235.0,763.0,297.0,717.0,339.0,943.0,411.0,865.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
76,"Bentley, Helen Delich",Republican,MD,78.0,B000392,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,99,103,False,5,,,,,,,,,,,,,44.0,769.0,466.0,900.0,799.0,679.0,536.0,297.0,189.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
77,"Bentsen, Ken",Democrat,TX,79.0,B000400,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,104,107,False,4,,,,,,,,,,,,,,,,,,,,,,,21.0,153.0,87.0,213.0,163.0,307.0,208.0,266.0,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
78,"Bereuter, Doug",Republican,NE,80.0,B000403,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,96,108,False,13,,,,,,,54.0,167.0,88.0,252.0,171.0,326.0,136.0,302.0,246.0,304.0,147.0,382.0,260.0,374.0,525.0,307.0,227.0,234.0,762.0,266.0,229.0,288.0,207.0,232.0,458.0,223.0,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
79,"Bergland, Bob",Democrat,MN,81.0,B000408,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,95,False,3,53.0,166.0,148.0,136.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
80,"Berman, Howard L.",Democrat,CA,82.0,B000410,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,98,112,False,15,,,,,,,,,,,107.0,651.0,127.0,705.0,149.0,588.0,625.0,514.0,440.0,469.0,207.0,314.0,7.0,189.0,67.0,261.0,1.0,429.0,66.0,429.0,30.0,520.0,22.0,583.0,911.0,643.0,1349.0,440.0,298.0,274.0,,,,,,,,,,,0.5,,0,0,0
81,"Bethune, Ed",Republican,AR,83.0,B000422,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96,98,False,3,,,,,,,21.0,111.0,25.0,116.0,81.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
82,"Bevill, Tom",Democrat,AL,84.0,B000431,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,93,104,False,12,3.0,146.0,1.0,129.0,4.0,193.0,7.0,294.0,6.0,317.0,267.0,422.0,0.0,474.0,0.0,541.0,75.0,422.0,0.0,273.0,0.0,175.0,0.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
83,"Biaggi, Mario",Democrat,NY,85.0,B000432,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,100,False,8,785.0,117.0,379.0,208.0,162.0,167.0,619.0,154.0,1738.0,229.0,2260.0,495.0,2195.0,587.0,949.0,607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
84,"Biester, Edward G., Jr.",Republican,PA,86.0,B000451,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,117.0,145.0,171.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
85,"Bilbray, Brian P.",Republican,CA,87.0,B000461,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,104,112,False,7,,,,,,,,,,,,,,,,,,,,,,,302.0,188.0,200.0,238.0,270.0,331.0,,,,,2.0,49.0,99.0,311.0,71.0,375.0,173.0,248.0,,,,,,,,,,,0.5,,0,0,0
86,"Bilbray, James H.",Democrat,NV,88.0,B000462,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,103,False,4,,,,,,,,,,,,,,,86.0,343.0,291.0,488.0,69.0,507.0,346.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
87,"Bilirakis, Michael",Republican,FL,89.0,B000463,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,98,109,False,12,,,,,,,,,,,602.0,351.0,1021.0,339.0,915.0,380.0,1550.0,423.0,1617.0,367.0,1376.0,301.0,974.0,142.0,962.0,143.0,1743.0,196.0,1730.0,173.0,783.0,184.0,1000.0,203.0,,,,,,,,,,,,,,,,,0.0,,0,0,0
88,"Bingham, Jonathan B.",Democrat,NY,90.0,B000472,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,97,False,5,522.0,295.0,537.0,287.0,468.0,286.0,461.0,298.0,491.0,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
89,"Bishop, Sanford D., Jr.",Democrat,GA,91.0,B000490,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,103,115,False,13,,,,,,,,,,,,,,,,,,,,,42.0,279.0,0.0,170.0,26.0,260.0,196.0,320.0,175.0,355.0,188.0,365.0,69.0,569.0,429.0,634.0,78.0,519.0,237.0,212.0,164.0,268.0,100.0,296.0,51.0,344.0,10099377.420000006,0.5893353901880072,0.03019538188277087,0.24890829694323144,1.0,0.7946676950940036,183,115,0
90,"Blackburn, Ben",Republican,GA,92.0,B000506,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,121.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
91,"Blackwell, Lucien E.",Democrat,PA,93.0,B000517,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,102,103,False,2,,,,,,,,,,,,,,,,,,,2.0,205.0,318.0,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
92,"Blanchard, James",Democrat,MI,94.0,B000538,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,97,False,4,,,187.0,197.0,296.0,277.0,443.0,297.0,328.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
93,"Blatnik, John Anton",Democrat,MN,95.0,B000550,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,204.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
94,"Blaz, Ben G.",Republican,GU,96.0,B000551,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,99,102,False,4,,,,,,,,,,,,,5.0,245.0,4.0,330.0,212.0,311.0,170.0,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
95,"Bliley, Tom",Republican,VA,97.0,B000556,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,97,106,False,10,,,,,,,,,104.0,232.0,91.0,315.0,255.0,419.0,245.0,398.0,68.0,478.0,573.0,362.0,228.0,249.0,793.0,142.0,228.0,185.0,964.0,177.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
96,"Blouin, Michael",Democrat,IA,98.0,B000567,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,95,False,2,,,37.0,163.0,106.0,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
97,"Blumenauer, Earl",Democrat,OR,99.0,B000574,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,104,115,False,12,,,,,,,,,,,,,,,,,,,,,,,0.0,21.0,520.0,230.0,330.0,352.0,323.0,405.0,196.0,422.0,407.0,407.0,672.0,715.0,735.0,613.0,200.0,457.0,518.0,528.0,397.0,632.0,420.0,796.0,10775834.459999992,0.6292145359333503,0.24866785079928952,0.5778748180494906,1.0,0.8146072679666752,523,177,0
98,"Blute, Peter I.",Republican,MA,100.0,B000576,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,103,104,False,2,,,,,,,,,,,,,,,,,,,,,199.0,382.0,91.0,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
99,"Boehlert, Sherwood",Republican,NY,101.0,B000586,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,98,109,False,12,,,,,,,,,,,1.0,297.0,237.0,417.0,423.0,429.0,443.0,545.0,588.0,280.0,64.0,251.0,0.0,145.0,227.0,237.0,363.0,373.0,245.0,262.0,409.0,290.0,312.0,294.0,,,,,,,,,,,,,,,,,0.0,,0,0,0
100,"Boehner, John A.",Republican,OH,102.0,B000589,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,102,114,False,12,,,,,,,,,,,,,,,,,,,116.0,332.0,95.0,290.0,0.0,113.0,67.0,173.0,165.0,170.0,231.0,125.0,89.0,165.0,95.0,115.0,327.0,116.0,641.0,121.0,53.0,4.0,,,14.0,1.0,,,,,,,0.75,,0,0,0
101,"Boggs, Corinne C. (Lindy)",Democrat,LA,103.0,B000592,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,101,False,9,2.0,126.0,48.0,132.0,272.0,75.0,61.0,69.0,103.0,137.0,223.0,196.0,383.0,186.0,11.0,133.0,21.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
102,"Boland, Edward P.",Democrat,MA,104.0,B000600,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,100,False,8,14.0,208.0,22.0,142.0,29.0,108.0,23.0,134.0,69.0,156.0,49.0,276.0,12.0,281.0,2.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
103,"Bolling, Richard",Democrat,MO,105.0,B000605,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,97,False,5,1.0,33.0,6.0,51.0,21.0,28.0,128.0,26.0,181.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
104,"Boner, William H.",Democrat,TN,106.0,B000615,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96,100,False,5,,,,,,,93.0,90.0,226.0,211.0,620.0,343.0,848.0,383.0,194.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
105,"Bonilla, Henry",Republican,TX,107.0,B000617,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,103,109,False,7,,,,,,,,,,,,,,,,,,,,,59.0,164.0,60.0,124.0,125.0,155.0,235.0,174.0,163.0,130.0,29.0,136.0,148.0,132.0,,,,,,,,,,,,,,,,,0.0,,0,0,0
106,"Bonior, David E.",Democrat,MI,108.0,B000619,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,95,107,False,13,,,,,268.0,404.0,28.0,400.0,63.0,324.0,63.0,466.0,417.0,469.0,544.0,407.0,127.0,530.0,171.0,443.0,681.0,329.0,180.0,195.0,270.0,384.0,360.0,516.0,505.0,693.0,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
107,"Bonker, Don",Democrat,WA,109.0,B000620,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,100,False,7,,,206.0,119.0,101.0,163.0,231.0,151.0,243.0,207.0,252.0,186.0,158.0,130.0,272.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
108,"Bono, Sonny",Republican,CA,110.0,B000622,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,104,105,False,2,,,,,,,,,,,,,,,,,,,,,,,90.0,217.0,186.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
109,"Borski, Robert A.",Democrat,PA,111.0,B000644,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,98,107,False,10,,,,,,,,,,,455.0,250.0,908.0,456.0,586.0,522.0,224.0,433.0,305.0,324.0,224.0,262.0,43.0,138.0,179.0,226.0,113.0,297.0,116.0,273.0,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
110,"Bosco, Douglas H.",Democrat,CA,112.0,B000648,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98,101,False,4,,,,,,,,,,,28.0,268.0,168.0,236.0,128.0,264.0,188.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
111,"Boucher, Rick",Democrat,VA,113.0,B000657,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,98,111,False,14,,,,,,,,,,,82.0,230.0,549.0,378.0,450.0,349.0,323.0,420.0,385.0,334.0,284.0,180.0,1.0,134.0,64.0,226.0,36.0,307.0,13.0,331.0,35.0,265.0,64.0,318.0,386.0,405.0,194.0,308.0,,,,,,,,,,,,,0.25,,0,0,0
112,"Boulter, Beau",Republican,TX,114.0,B000666,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99,100,False,2,,,,,,,,,,,,,225.0,183.0,108.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
113,"Bowen, David R.",Democrat,MS,115.0,B000682,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,97,False,5,46.0,96.0,72.0,112.0,51.0,188.0,89.0,235.0,76.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
114,"Boxer, Barbara",Democrat,CA,116.0,B000711,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,98,102,False,5,,,,,,,,,,,928.0,763.0,955.0,813.0,982.0,889.0,1160.0,884.0,1261.0,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
115,"Brademas, John",Democrat,IN,117.0,B000736,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,96,False,4,845.0,96.0,783.0,151.0,305.0,143.0,81.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
116,"Brasco, Frank",Democrat,NY,118.0,B000771,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,8.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
117,"Bray, William G.",Republican,IN,119.0,B000778,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,17.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
118,"Breaux, John B.",Democrat,LA,120.0,B000780,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,99,False,7,352.0,127.0,73.0,139.0,31.0,112.0,119.0,122.0,206.0,135.0,409.0,187.0,334.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
119,"Breckinridge, John B.",Democrat,KY,121.0,B000788,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,95,False,3,10.0,59.0,45.0,86.0,354.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
120,"Brennan, Joseph E.",Democrat,ME,122.0,B000798,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,101,False,2,,,,,,,,,,,,,,,83.0,291.0,248.0,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
121,"Brewster, Bill K.",Democrat,OK,123.0,B000817,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,102,104,False,3,,,,,,,,,,,,,,,,,,,5.0,265.0,429.0,225.0,225.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
122,"Brinkley, Jack",Democrat,GA,124.0,B000839,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,97,False,5,15.0,60.0,198.0,57.0,177.0,82.0,387.0,100.0,136.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
123,"Britt, Robin",Democrat,NC,125.0,B000845,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98,98,False,1,,,,,,,,,,,129.0,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
124,"Brodhead, William",Democrat,MI,126.0,B000862,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,97,False,4,,,61.0,274.0,193.0,353.0,261.0,271.0,187.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
125,"Brooks, Jack B.",Democrat,TX,127.0,B000880,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,93,103,False,11,65.0,26.0,163.0,34.0,215.0,35.0,172.0,41.0,492.0,90.0,563.0,144.0,553.0,219.0,636.0,142.0,412.0,132.0,386.0,72.0,60.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
126,"Broomfield, William S.",Republican,MI,128.0,B000890,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,93,102,False,10,33.0,52.0,3.0,75.0,0.0,64.0,1.0,140.0,250.0,158.0,54.0,184.0,241.0,201.0,347.0,265.0,204.0,311.0,721.0,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
127,"Brotzman, Donald G.",Republican,CO,129.0,B000893,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,392.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
128,"Browder, Glen",Democrat,AL,130.0,B000897,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,101,104,False,4,,,,,,,,,,,,,,,,,0.0,206.0,0.0,195.0,1.0,164.0,63.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
129,"Brown, Clarence, Jr.",Republican,OH,131.0,B000910,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,97,False,5,28.0,35.0,60.0,88.0,361.0,144.0,473.0,186.0,994.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
130,"Brown, Corrine",Democrat,FL,132.0,B000911,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,103,114,False,12,,,,,,,,,,,,,,,,,,,,,36.0,287.0,111.0,172.0,131.0,272.0,139.0,371.0,153.0,514.0,172.0,486.0,1.0,414.0,169.0,607.0,129.0,488.0,372.0,325.0,0.0,401.0,215.0,405.0,,,,,,,1.0,,0,0,0
131,"Brown, Gary E.",Republican,MI,133.0,B000917,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,95,False,3,111.0,79.0,80.0,85.0,4.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
132,"Brown, George E., Jr.",Democrat,CA,134.0,B000918,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,93,106,False,14,282.0,558.0,268.0,430.0,467.0,243.0,149.0,159.0,83.0,305.0,591.0,512.0,668.0,409.0,326.0,465.0,475.0,589.0,979.0,470.0,420.0,295.0,179.0,215.0,340.0,341.0,167.0,212.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
133,"Brown, Hank",Republican,CO,135.0,B000919,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97,101,False,5,,,,,,,,,48.0,149.0,252.0,221.0,60.0,229.0,385.0,255.0,718.0,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
134,"Brown, Sherrod",Democrat,OH,136.0,B000944,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,103,109,False,7,,,,,,,,,,,,,,,,,,,,,207.0,234.0,91.0,197.0,266.0,285.0,384.0,489.0,527.0,504.0,429.0,567.0,335.0,704.0,,,,,,,,,,,,,,,,,0.0,,0,0,0
135,"Brownback, Sam",Republican,KS,137.0,B000953,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,104,104,False,1,,,,,,,,,,,,,,,,,,,,,,,61.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
136,"Broyhill, James T.",Republican,NC,138.0,B000966,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,99,False,7,25.0,70.0,102.0,133.0,175.0,135.0,65.0,147.0,64.0,171.0,201.0,226.0,376.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
137,"Broyhill, Joel T.",Republican,VA,139.0,B000967,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,48.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
138,"Bruce, Terry L.",Democrat,IL,140.0,B000971,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,99,102,False,4,,,,,,,,,,,,,83.0,189.0,136.0,235.0,296.0,356.0,338.0,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
139,"Bryant, Ed",Republican,TN,141.0,B000996,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,104,107,False,4,,,,,,,,,,,,,,,,,,,,,,,96.0,177.0,33.0,156.0,158.0,179.0,42.0,150.0,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
